Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Email,Customer Fname,Customer Id,Customer Lname,Customer Password,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,order date (DateOrders),Order Id,Order Item Cardprod Id,Order Item Discount,Order Item Discount Rate,Order Item Id,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Order Zipcode,Product Card Id,Product Category Id,Product Description,Product Image,Product Name,Product Price,Product Status,shipping date (DateOrders),Shipping Mode
DEBIT,4,4,14.25,56.99000168,Shipping on time,0,17,Cleats,Ontario,EE. UU.,XXXXXXXXX,Jonathan,6422,Richmond,XXXXXXXXX,Corporate,CA,3005 Bright Maze,91762,4,Apparel,34.06832504,-117.6557541,Pacific Asia,Bagdad,Irak,6422,9/17/2016 4:12,42828,365,3,0.050000001,106946,59.99000168,0.25,1,59.99000168,56.99000168,14.25,West Asia,Bagdad,COMPLETE,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,9/21/2016 4:12,Standard Class
DEBIT,2,4,-6.170000076,123.4899979,Advance shipping,0,18,Men's Footwear,Morristown,EE. UU.,XXXXXXXXX,Diana,289,Richards,XXXXXXXXX,Corporate,NJ,3593 Easy Embers Field,7960,4,Apparel,40.80119324,-74.48561096,Pacific Asia,Jerusalén,Israel,289,09-03-2016 13:41,41896,403,6.5,0.050000001,104576,129.9900055,-0.050000001,1,129.9900055,123.4899979,-6.170000076,West Asia,Jerusalén,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,09-05-2016 13:41,Standard Class
DEBIT,4,4,20.12999916,123.4899979,Shipping on time,0,18,Men's Footwear,Houston,EE. UU.,XXXXXXXXX,Christopher,5384,Smith,XXXXXXXXX,Corporate,TX,5657 Lost Expressway,77015,4,Apparel,29.7805748,-95.17199707,Pacific Asia,Adana,Turquía,5384,12-12-2016 01:59,48713,403,6.5,0.050000001,121833,129.9900055,0.159999996,1,129.9900055,123.4899979,20.12999916,West Asia,Adana,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,12/16/2016 1:59,Standard Class
DEBIT,4,4,54.34000015,123.4899979,Shipping on time,0,18,Men's Footwear,Hampton,EE. UU.,XXXXXXXXX,Donald,2985,Price,XXXXXXXXX,Corporate,VA,183 Velvet Grove Towers,23666,4,Apparel,37.05174255,-76.40163422,Pacific Asia,Riyadh,Arabia Saudí,2985,10/28/2016 15:11,45668,403,6.5,0.050000001,114148,129.9900055,0.439999998,1,129.9900055,123.4899979,54.34000015,West Asia,Riad,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,11-01-2016 15:11,Standard Class
DEBIT,2,4,43.61000061,436.1000061,Advance shipping,0,66,Crafts,New York,EE. UU.,XXXXXXXXX,Rana,18349,Moreno,XXXXXXXXX,Corporate,NY,2275 Rustic Impasse,10016,4,Apparel,40.74559021,-73.97927856,Pacific Asia,Shenzhen,China,18349,12/27/2017 20:01,74796,1353,25.37999916,0.059999999,178111,461.480011,0.100000001,1,461.480011,436.1000061,43.61000061,Eastern Asia,Guangdong,COMPLETE,,1353,66,,http://images.acmesports.sports/Porcelain+crafts,Porcelain crafts,461.480011,0,12/29/2017 20:01,Standard Class
DEBIT,4,4,42.99000168,122.8399963,Shipping on time,0,18,Men's Footwear,Porterville,EE. UU.,XXXXXXXXX,Mary,11286,Garcia,XXXXXXXXX,Corporate,CA,8279 Bright Fox Highway,93257,4,Apparel,35.93829727,-118.9438477,Pacific Asia,Tianjin,China,11286,02-12-2016 12:34,27918,403,7.150000095,0.059999999,69867,129.9900055,0.349999994,1,129.9900055,122.8399963,42.99000168,Eastern Asia,Tianjin,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2/16/2016 12:34,Standard Class
DEBIT,3,4,19.84000015,56.68999863,Advance shipping,0,17,Cleats,Portland,EE. UU.,XXXXXXXXX,William,489,Smith,XXXXXXXXX,Corporate,OR,2792 Middle Mount,97223,4,Apparel,45.59825897,-12.27242851,Pacific Asia,Perth,Australia,489,3/15/2016 7:58,30097,365,3.299999952,0.059999999,75233,59.99000168,0.349999994,1,59.99000168,56.68999863,19.84000015,Oceania,Australia Occidental,COMPLETE,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,3/18/2016 7:58,Standard Class
DEBIT,2,4,54.04999924,122.8399963,Advance shipping,0,18,Men's Footwear,Strongsville,EE. UU.,XXXXXXXXX,Rachel,4510,Cochran,XXXXXXXXX,Corporate,OH,6414 Jagged Sky Gardens,44136,4,Apparel,41.3469696,-81.82631683,Pacific Asia,Dunedin,Nueva Zelanda,4510,3/28/2016 0:25,30966,403,7.150000095,0.059999999,77398,129.9900055,0.439999998,1,129.9900055,122.8399963,54.04999924,Oceania,Otago,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,3/30/2016 0:25,Standard Class
DEBIT,4,4,-184.2599945,122.8399963,Shipping on time,0,18,Men's Footwear,El Paso,EE. UU.,XXXXXXXXX,Dorothy,9626,Frye,XXXXXXXXX,Corporate,TX,4849 Clear Blossom Turnabout,79927,4,Apparel,31.65174103,-106.2676239,Pacific Asia,Melbourne,Australia,9626,3/14/2016 20:03,30063,403,7.150000095,0.059999999,75154,129.9900055,-1.5,1,129.9900055,122.8399963,-184.2599945,Oceania,Victoria,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,3/18/2016 20:03,Standard Class
DEBIT,5,4,39.91999817,122.8399963,Late delivery,1,18,Men's Footwear,Del Rio,EE. UU.,XXXXXXXXX,Robert,9494,Gilmore,XXXXXXXXX,Corporate,TX,8248 Clear Glade,78840,4,Apparel,29.77310181,-100.6121979,Pacific Asia,Ulhasnagar,India,9494,11/18/2015 9:53,22019,403,7.150000095,0.059999999,55063,129.9900055,0.330000013,1,129.9900055,122.8399963,39.91999817,South Asia,Maharashtra,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,11/23/2015 9:53,Standard Class
DEBIT,6,4,41.52000046,122.8399963,Late delivery,1,18,Men's Footwear,Buffalo,EE. UU.,XXXXXXXXX,Mary,1718,Smith,XXXXXXXXX,Corporate,NY,4606 Umber Range,14221,4,Apparel,42.9666214,-78.74194336,Pacific Asia,Manila,Filipinas,1718,12/20/2015 16:29,24230,403,7.150000095,0.059999999,60624,129.9900055,0.340000004,1,129.9900055,122.8399963,41.52000046,Southeast Asia,Capital Nacional,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,12/26/2015 16:29,Standard Class
DEBIT,4,4,9.210000038,122.8399963,Shipping on time,0,18,Men's Footwear,Houston,EE. UU.,XXXXXXXXX,Christopher,5384,Smith,XXXXXXXXX,Corporate,TX,5657 Lost Expressway,77015,4,Apparel,29.7805748,-95.17199707,Pacific Asia,Adana,Turquía,5384,12-12-2016 01:59,48713,403,7.150000095,0.059999999,121830,129.9900055,0.079999998,1,129.9900055,122.8399963,9.210000038,West Asia,Adana,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,12/16/2016 1:59,Standard Class
DEBIT,4,4,12.27999973,122.8399963,Shipping on time,0,18,Men's Footwear,Bountiful,EE. UU.,XXXXXXXXX,Mary,5295,Williams,XXXXXXXXX,Corporate,UT,2058 Quaking Oak Common,84010,4,Apparel,40.86649323,-111.8493271,Pacific Asia,Mersin,Turquía,5295,09-10-2016 05:47,42353,403,7.150000095,0.059999999,105750,129.9900055,0.100000001,1,129.9900055,122.8399963,12.27999973,West Asia,Mersin,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,9/14/2016 5:47,Standard Class
DEBIT,4,4,36.84999847,122.8399963,Shipping on time,0,18,Men's Footwear,Hampton,EE. UU.,XXXXXXXXX,Donald,2985,Price,XXXXXXXXX,Corporate,VA,183 Velvet Grove Towers,23666,4,Apparel,37.05174255,-76.40163422,Pacific Asia,Riyadh,Arabia Saudí,2985,10/28/2016 15:11,45668,403,7.150000095,0.059999999,114147,129.9900055,0.300000012,1,129.9900055,122.8399963,36.84999847,West Asia,Riad,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,11-01-2016 15:11,Standard Class
DEBIT,5,4,60.45000076,120.8899994,Late delivery,1,18,Men's Footwear,Kent,EE. UU.,XXXXXXXXX,Brenda,3984,Webster,XXXXXXXXX,Corporate,WA,5131 Gentle Limits,98031,4,Apparel,47.39371109,-122.2228317,Pacific Asia,Temirtau,Kazajistán,3984,09-07-2016 01:04,42134,403,9.100000381,0.07,105206,129.9900055,0.5,1,129.9900055,120.8899994,60.45000076,Central Asia,Karagandá,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,09-12-2016 01:04,Standard Class
DEBIT,3,4,-29.37999916,120.8899994,Advance shipping,0,18,Men's Footwear,Chicago,EE. UU.,XXXXXXXXX,Andrea,5270,Johnson,XXXXXXXXX,Corporate,IL,9595 Iron Orchard,60620,4,Apparel,41.74866486,-87.66320038,Pacific Asia,Tengzhou,China,5270,11-11-2015 03:45,21522,403,9.100000381,0.07,53808,129.9900055,-0.239999995,1,129.9900055,120.8899994,-29.37999916,Eastern Asia,Shandong,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,11/14/2015 3:45,Standard Class
DEBIT,3,4,15.10999966,120.8899994,Advance shipping,0,18,Men's Footwear,Plymouth,EE. UU.,XXXXXXXXX,Martha,10966,Pierce,XXXXXXXXX,Corporate,MA,6797 Quiet Mountain Rise,2360,4,Apparel,41.95851135,-70.66861725,Pacific Asia,Nantong,China,10966,12/13/2015 22:17,23767,403,9.100000381,0.07,59474,129.9900055,0.129999995,1,129.9900055,120.8899994,15.10999966,Eastern Asia,Jiangsu,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,12/16/2015 22:17,Standard Class
DEBIT,4,4,-105.7799988,120.8899994,Shipping on time,0,18,Men's Footwear,Far Rockaway,EE. UU.,XXXXXXXXX,Mary,1868,Riddle,XXXXXXXXX,Corporate,NY,340 Velvet Barn Gate,11691,4,Apparel,40.59949493,-73.76248169,Pacific Asia,Dalian,China,1868,01-07-2016 05:57,25433,403,9.100000381,0.07,63711,129.9900055,-0.879999995,1,129.9900055,120.8899994,-105.7799988,Eastern Asia,Liaoning,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,01-11-2016 05:57,Standard Class
DEBIT,4,4,72.86000061,200.7100067,Shipping on time,0,76,Women's Clothing,Houston,EE. UU.,XXXXXXXXX,Freya,17446,Golden,XXXXXXXXX,Corporate,TX,569 Hazy Wynd,77088,4,Apparel,29.66958237,-95.24147034,Pacific Asia,Lianyuan,China,17446,12/14/2017 15:39,73893,1363,15.10999966,0.07,177208,215.8200073,0.360000014,1,215.8200073,200.7100067,72.86000061,Eastern Asia,Hunan,COMPLETE,,1363,76,,http://images.acmesports.sports/Summer+dresses,Summer dresses,215.8200073,0,12/18/2017 15:39,Standard Class
DEBIT,6,4,26.78000069,55.79000092,Late delivery,1,17,Cleats,Philadelphia,EE. UU.,XXXXXXXXX,Mary,10071,Lawrence,XXXXXXXXX,Corporate,PA,5768 Jagged Zephyr Port,19124,4,Apparel,40.01562119,-75.08410645,Pacific Asia,Caloundra,Australia,10071,3/15/2016 3:45,30085,365,4.199999809,0.07,75205,59.99000168,0.479999989,1,59.99000168,55.79000092,26.78000069,Oceania,Queensland,COMPLETE,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,3/21/2016 3:45,Standard Class
DEBIT,3,4,31.79000092,120.8899994,Advance shipping,0,18,Men's Footwear,Simi Valley,EE. UU.,XXXXXXXXX,Carolyn,1271,Shea,XXXXXXXXX,Corporate,CA,1021 Silver Log Cape,93065,4,Apparel,34.27391052,-118.7662125,Pacific Asia,Melbourne,Australia,1271,3/16/2016 10:14,30172,403,9.100000381,0.07,75410,129.9900055,0.25999999,1,129.9900055,120.8899994,31.79000092,Oceania,Victoria,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,3/19/2016 10:14,Standard Class
DEBIT,4,4,7.619999886,120.8899994,Shipping on time,0,18,Men's Footwear,Detroit,EE. UU.,XXXXXXXXX,Mary,11930,Gilbert,XXXXXXXXX,Corporate,MI,2002 Noble Crescent,48227,4,Apparel,42.39807892,-83.20157623,Pacific Asia,Bendigo,Australia,11930,02-06-2016 02:25,27478,403,9.100000381,0.07,68790,129.9900055,0.059999999,1,129.9900055,120.8899994,7.619999886,Oceania,Victoria,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,02-10-2016 02:25,Standard Class
DEBIT,2,4,62.8199997,200.7100067,Advance shipping,0,76,Women's Clothing,Garden Grove,EE. UU.,XXXXXXXXX,Lynn,20529,Sweeney,XXXXXXXXX,Corporate,CA,7262 Emerald Boulevard,92840,4,Apparel,33.77366638,-118.0033035,Pacific Asia,Adelaide,Australia,20529,1/28/2018 15:46,76976,1363,15.10999966,0.07,180291,215.8200073,0.310000002,1,215.8200073,200.7100067,62.8199997,Oceania,Australia del Sur,COMPLETE,,1363,76,,http://images.acmesports.sports/Summer+dresses,Summer dresses,215.8200073,0,1/30/2018 15:46,Standard Class
DEBIT,4,4,-187.3800049,120.8899994,Shipping on time,0,18,Men's Footwear,San Diego,EE. UU.,XXXXXXXXX,Mary,8358,Smith,XXXXXXXXX,Corporate,CA,9176 Shady Barn Jetty,92105,4,Apparel,32.74953461,-117.1046524,Pacific Asia,Ajmer,India,8358,12/18/2015 5:59,24063,403,9.100000381,0.07,60210,129.9900055,-1.549999952,1,129.9900055,120.8899994,-187.3800049,South Asia,Rajastán,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,12/22/2015 5:59,Standard Class
DEBIT,5,4,31.43000031,120.8899994,Late delivery,1,18,Men's Footwear,Chicago,EE. UU.,XXXXXXXXX,Julia,7705,Robinson,XXXXXXXXX,Corporate,IL,3670 Broad Mountain Link,60609,4,Apparel,41.89551926,-87.71821594,Pacific Asia,Kerman,Irán,7705,1/17/2017 12:26,51209,403,9.100000381,0.07,127964,129.9900055,0.25999999,1,129.9900055,120.8899994,31.43000031,South Asia,Kerman,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,1/22/2017 12:26,Standard Class
DEBIT,5,4,-140.5,200.7100067,Late delivery,1,76,Women's Clothing,Placentia,EE. UU.,XXXXXXXXX,Patience,17392,Ward,XXXXXXXXX,Corporate,CA,7126 Hazy Berry Mount,92870,4,Apparel,33.99459839,-117.9534302,Pacific Asia,Vadodara,India,17392,12/13/2017 20:44,73839,1363,15.10999966,0.07,177154,215.8200073,-0.699999988,1,215.8200073,200.7100067,-140.5,South Asia,Guyarat,COMPLETE,,1363,76,,http://images.acmesports.sports/Summer+dresses,Summer dresses,215.8200073,0,12/18/2017 20:44,Standard Class
DEBIT,4,4,37.77000046,429.1799927,Shipping on time,0,66,Crafts,San Jose,EE. UU.,XXXXXXXXX,Cheryl,18276,Koch,XXXXXXXXX,Corporate,CA,4845 Thunder Embers Hollow,95148,4,Apparel,37.32554245,-121.7993469,Pacific Asia,Semarang,Indonesia,18276,12/26/2017 18:26,74723,1353,32.29999924,0.07,178038,461.480011,0.090000004,1,461.480011,429.1799927,37.77000046,Southeast Asia,Java Central,COMPLETE,,1353,66,,http://images.acmesports.sports/Porcelain+crafts,Porcelain crafts,461.480011,0,12/30/2017 18:26,Standard Class
DEBIT,2,4,-193.4299927,120.8899994,Advance shipping,0,18,Men's Footwear,Honolulu,EE. UU.,XXXXXXXXX,Sandra,7795,Smith,XXXXXXXXX,Corporate,HI,1134 Misty River Woods,96822,4,Apparel,21.30562019,-157.8386993,Pacific Asia,Cirebon,Indonesia,7795,1/27/2016 12:14,26821,403,9.100000381,0.07,67197,129.9900055,-1.600000024,1,129.9900055,120.8899994,-193.4299927,Southeast Asia,Java Occidental,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,1/29/2016 12:14,Standard Class
DEBIT,3,4,76.26999664,200.7100067,Advance shipping,0,76,Women's Clothing,Mentor,EE. UU.,XXXXXXXXX,Whitney,20655,Collins,XXXXXXXXX,Corporate,OH,5808 Silver Rise Circuit,44060,4,Apparel,41.71363831,-81.36167908,Pacific Asia,Rangún,Myanmar (Birmania),20655,1/30/2018 11:54,77102,1363,15.10999966,0.07,180417,215.8200073,0.379999995,1,215.8200073,200.7100067,76.26999664,Southeast Asia,Rangún,COMPLETE,,1363,76,,http://images.acmesports.sports/Summer+dresses,Summer dresses,215.8200073,0,02-02-2018 11:54,Standard Class
DEBIT,4,4,12.09000015,120.8899994,Shipping on time,0,18,Men's Footwear,Santa Clara,EE. UU.,XXXXXXXXX,Kyle,2454,Curtis,XXXXXXXXX,Corporate,CA,3180 Golden Cider Circle,95051,4,Apparel,37.34306717,-121.9839325,Pacific Asia,Kütahya,Turquía,2454,8/30/2016 8:47,41608,403,9.100000381,0.07,103859,129.9900055,0.100000001,1,129.9900055,120.8899994,12.09000015,West Asia,Kütahya,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,09-03-2016 08:47,Standard Class
DEBIT,5,4,32.63999939,120.8899994,Late delivery,1,18,Men's Footwear,Union,EE. UU.,XXXXXXXXX,Mary,150,Smith,XXXXXXXXX,Corporate,NJ,5593 Indian Trail,7083,4,Apparel,33.68896103,-117.9957428,Pacific Asia,Bagdad,Irak,150,11/17/2016 4:59,47009,403,9.100000381,0.07,117478,129.9900055,0.270000011,1,129.9900055,120.8899994,32.63999939,West Asia,Bagdad,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,11/22/2016 4:59,Standard Class
DEBIT,2,4,24.84000015,118.2900009,Advance shipping,0,18,Men's Footwear,Long Beach,EE. UU.,XXXXXXXXX,Timothy,10671,Moses,XXXXXXXXX,Corporate,CA,1987 Grand Alley,90805,4,Apparel,33.79319763,-118.1895294,Pacific Asia,Namangán,Uzbekistán,10671,12/29/2016 15:26,49916,403,11.69999981,0.090000004,124787,129.9900055,0.209999993,1,129.9900055,118.2900009,24.84000015,Central Asia,Namangán,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,12/31/2016 15:26,Standard Class
DEBIT,2,4,6.170000076,54.59000015,Advance shipping,0,17,Cleats,Westminster,EE. UU.,XXXXXXXXX,Mary,11924,Ramos,XXXXXXXXX,Corporate,CA,4463 Cotton Quail Forest,92683,4,Apparel,33.75820923,-118.0019073,Pacific Asia,Xinzhou,China,11924,03-10-2016 04:59,29746,365,5.400000095,0.090000004,74420,59.99000168,0.109999999,1,59.99000168,54.59000015,6.170000076,Eastern Asia,Hubei,COMPLETE,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,03-12-2016 04:59,Standard Class
DEBIT,4,4,94.01999664,191.8699951,Shipping on time,0,70,Men's Clothing,Pompano Beach,EE. UU.,XXXXXXXXX,Aimee,16086,Terrell,XXXXXXXXX,Corporate,FL,5875 Grand Campus,33068,4,Apparel,26.21472931,-80.23004913,Pacific Asia,Mudanjiang,China,16086,11/24/2017 19:11,72533,1357,18.97999954,0.090000004,175848,210.8500061,0.49000001,1,210.8500061,191.8699951,94.01999664,Eastern Asia,Heilongjiang,COMPLETE,,1357,70,,http://images.acmesports.sports/Men+gala+suit,Men's gala suit,210.8500061,0,11/28/2017 19:11,Standard Class
DEBIT,4,4,22.5,225,Shipping on time,0,24,Women's Apparel,Azusa,EE. UU.,XXXXXXXXX,Mary,4398,Yoder,XXXXXXXXX,Consumer,CA,1010 Rustic Fox View,91702,5,Golf,34.13932037,-117.9074402,Africa,Lokossa,Benín,4398,12-10-2016 13:11,48608,502,25,0.100000001,121561,50,0.100000001,5,250,225,22.5,West Africa,Mono,COMPLETE,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,12/14/2016 13:11,Standard Class
DEBIT,2,4,15.39999962,220,Advance shipping,0,24,Women's Apparel,Fort Lauderdale,EE. UU.,XXXXXXXXX,Mary,5687,Chapman,XXXXXXXXX,Consumer,FL,1430 Easy Spring Key,33324,5,Golf,26.0984993,-80.27095032,Africa,Ikot Ekpene,Nigeria,5687,10/26/2016 6:25,45506,502,30,0.119999997,113719,50,0.07,5,250,220,15.39999962,West Africa,Akwa Ibom,COMPLETE,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,10/28/2016 6:25,Standard Class
DEBIT,3,4,52.18999863,173.9600067,Advance shipping,0,29,Shop By Sport,San Antonio,EE. UU.,XXXXXXXXX,Mary,8534,Rose,XXXXXXXXX,Consumer,TX,3050 Crystal Fawn Green,78201,5,Golf,29.46007919,-98.52754211,Africa,Warri,Nigeria,8534,10/19/2016 6:36,45027,627,25.98999977,0.129999995,112427,39.99000168,0.300000012,5,199.9499969,173.9600067,52.18999863,West Africa,Delta,COMPLETE,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,10/22/2016 6:36,Standard Class
DEBIT,4,4,84.98000336,169.9600067,Shipping on time,0,29,Shop By Sport,Princeton,EE. UU.,XXXXXXXXX,Virginia,3372,Smith,XXXXXXXXX,Consumer,NJ,3139 Golden Autumn Byway,8540,5,Golf,40.35742188,-74.64842224,Africa,Bandundu,República Democrática del Congo,3372,11-06-2016 23:24,46308,627,29.98999977,0.150000006,115752,39.99000168,0.5,5,199.9499969,169.9600067,84.98000336,Central Africa,Bandundu,COMPLETE,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,11-10-2016 23:24,Standard Class
DEBIT,6,4,65.73000336,210,Late delivery,1,24,Women's Apparel,Perth Amboy,EE. UU.,XXXXXXXXX,Jessica,10927,Lang,XXXXXXXXX,Consumer,NJ,3356 Crystal Farm,8861,5,Golf,40.50980377,-74.26966858,Africa,Lagos,Nigeria,10927,9/29/2016 16:27,43685,502,40,0.159999996,109111,50,0.310000002,5,250,210,65.73000336,West Africa,Lagos,COMPLETE,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,10-05-2016 16:27,Standard Class
DEBIT,4,4,70.13999939,207.5,Shipping on time,0,24,Women's Apparel,Miami,EE. UU.,XXXXXXXXX,Margaret,3597,Smith,XXXXXXXXX,Consumer,FL,8473 Crystal Hickory Path,33162,5,Golf,25.93001556,-80.16291046,Africa,Foumban,Camerún,3597,09-03-2016 12:38,41893,502,42.5,0.170000002,104569,50,0.340000004,5,250,207.5,70.13999939,Central Africa,Ouest,COMPLETE,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,09-07-2016 12:38,Standard Class
DEBIT,5,4,56.02999878,207.5,Late delivery,1,24,Women's Apparel,Loveland,EE. UU.,XXXXXXXXX,Mary,2052,Anthony,XXXXXXXXX,Consumer,OH,874 Thunder Front,45140,5,Golf,39.27056122,-84.27059174,Africa,Luanda,Angola,2052,11-07-2016 10:15,46339,502,42.5,0.170000002,115856,50,0.270000011,5,250,207.5,56.02999878,Central Africa,Luanda,COMPLETE,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,11-12-2016 10:15,Standard Class
DEBIT,3,4,12.86999989,207.5,Advance shipping,0,24,Women's Apparel,Virginia Beach,EE. UU.,XXXXXXXXX,Richard,4399,Smith,XXXXXXXXX,Consumer,VA,9627 Little Terrace,23455,5,Golf,36.91083145,-76.12958527,Africa,Maiduguri,Nigeria,4399,11-12-2016 05:10,46667,502,42.5,0.170000002,116672,50,0.059999999,5,250,207.5,12.86999989,West Africa,Borno,COMPLETE,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,11/15/2016 5:10,Standard Class
DEBIT,3,4,64.16999817,205,Advance shipping,0,24,Women's Apparel,Louisville,EE. UU.,XXXXXXXXX,Deborah,185,Smith,XXXXXXXXX,Consumer,KY,9295 Emerald Downs,40214,5,Golf,38.15983963,-85.59026337,Africa,Nairobi,Kenia,185,11/26/2016 12:30,47647,502,45,0.180000007,119125,50,0.310000002,5,250,205,64.16999817,East Africa,Nairobi,COMPLETE,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,11/29/2016 12:30,Standard Class
